ID,Header,Content,Time,Time since occasion,Comments,Likes,Link,label,news refutation,Topic
169,Жителям Крыма придется покупать билеты на ЧМ-2018 через сайт РФС,"Билетная программа разработана ФИФА (на сайте организации), и там вы найдете Грузию и не найдете Крым. Поэтому для жителей Крыма организована продажа билетов через сайт Российского футбольного союза. Относительно Косово, Абхазии и Осетии надо смотреть, признаны ли эти страны ФИФА"", — сказала Н.Паршикова на заседании комитета Госдумы по госстроительству и законодательству.

""Нет, не признаны"", — сказал депутат Госдумы Отари Аршба, реагируя на ее слова.

""Значит, они не смогут купить эти билеты на сайте ФИФА и так же, как и крымским жителям, осуществляется продажа билетов через национальные федерации"", — сказала замминистра.

Она пояснила, что россияне являются организаторами чемпионата мира, ""мы являемся страной, принимающей это мероприятие"".",12/12/2017,,,,https://tourism.interfax.ru/ru/news/articles/45844,Fake,https://theins.ru/antifake/84103,"Спорт
"
170,Минобороны РФ: ИГ могло остаться только в зоне ответственности США,"6 декабря президент страны и верховный главнокомандующий нашими Вооруженными силами Владимир Путин объявил о полном разгроме террористов в Сирии и фактически о завершении там масштабной военной операции с участием России.
""Министр обороны доложил, что операции на восточном и на западном берегах Евфрата завершены полным разгромом террористов. Естественно, еще могут быть отдельные очаги сопротивления, но в целом боевая работа на этом этапе, на этой территории закончена, повторяю, полным разгромом террористов"", — отметил глава государства.
Путин говорил о ""берегах Евфрата"", но это и был как раз последний оплот сопротивления варварского псевдохалифата в Сирии. Уточнения последовали от начальника российского Генштаба генерала армии Валерия Герасимова. ""Территории, подконтрольной ИГИЛ (запрещенная в РФ организация), в Сирии не существует"", — отметил он.
Позже начальник Главного оперативного управления Генштаба генерал-полковник Рудской добавил: ""Нельзя исключить, что на освобожденной территории могут появляться отдельные диверсионные группы ИГИЛ. В этом случае они будут уничтожаться силами правительственны войск, которые имеют специально подготовленные мобильные резервы"".
Казалось бы, все ясно, но Пентагон по поводу победы над ИГИЛ ""с уважением не согласен"". А американцы там еще с ИГИЛ повоюют. Буквально так заявил представитель Минобороны США Эрик Пэхон. А другой представитель того же ведомства — Роб Мэнинг — добавил, что в Сирии остаются около 2000 военнослужащих.
В ответ российский коллега Роба Мэнинга официальный представитель Минобороны генерал Конашенков в своей уверенно вежливой манере пояснил: ""Хотели бы напомнить представителю Пентагона, что зарождение экспансии в Ираке и вторжение в Сирию международной террористической группировки ИГ происходило при молчаливом невмешательстве американского военного ведомства. Если ИГ еще где-то и не побеждено, то как раз в зоне прямой ответственности США, на территории Ирака. Слова о якобы непобежденном ИГИЛ в Сирии — искусственный предлог и повод для оправдания Пентагоном незаконного оставления американских военных войск в Сирийской Республике. Что же касается ""уважения"", то рекомендуем демонстрировать его, прежде всего, к суверенитету Сирийской Арабской Республики и общепринятым нормам международного права"".
Актуальная ремарка. Ведь американцы, непонятно для чего и непонятно на каких основаниях все еще остающиеся в Сирии, имеют наглость заявлять, что у них там есть ""свое небо"". Так, в интервью The New York Times и CNN представитель Центрального командования Вооруженных сил США Дамиен Пикарт пожаловался на российские ВКС, мол, они допускают опасные сближения с американскими самолетами в Сирии, ""заходя в наше воздушное пространство"".

Конашенков прокомментировал и это, напомнив, что ""никакого своего неба у США в Сирии не было и быть не может"". А отдельным представителям Центрального командования США порекомендовал ""фильтровать мысли и сосредоточиться на уничтожении террористов ИГИЛ в Ираке, а не провоцированию инцидентов в воздухе"".",10/12/2017,,,,http://vesti7.ru/article/714395/episode/10-12-2017/,Fake,https://theins.ru/antifake/83649,Сирия
171,Лидер Киевского патриархата Филарет попросил патриарха Кирилла о прощении,"Лидер самопровозглашенного Киевского патриархата Филарет Денисенко обратился к патриарху Кириллу и епископату Русской православной церкви о прощении и преодолении ""украинского церковного раскола"". Обращение Денисенко, датированное 16 ноября, было заслушано в четверг Архиерейским Собором в Москве, говорится на сайте Московского Патриархата.
""В письме содержится просьба о восстановлении евхаристического и молитвенного общения с христианами, состоящими в украинском церковном расколе, и об отмене ""всех решений, в том числе о прещениях и отлучениях... ради достижения Богом заповеданного мира между единоверными православными христианами и примирения между народами"", - рассказал журналистам пресс-секретарь патриарха священник Александр Волков.
В свою очередь Собор ""с удовлетворением воспринял"" это обращение ""как шаг к преодолению раскола и восстановлению церковного общения со стороны тех, кто некогда отпал от единства с канонической Украинской православной церковью"".
""После горестных двадцати пяти лет раздоров, насилия, взаимной неприязни, обид и нестроений, возникших в украинском Православии и украинском обществе в результате раскола, появляется, наконец, возможность встать на путь восстановления единства"", - сказано в определении Архиерейского Собора.
В Московском патриархате заявили, что ""решительный отказ от насилия и захвата храмов, отказ от взаимных обвинений и упрёков, взаимное прощение друг другу старых обид - вот те целебные средства самопожертвования и любви о Христе, которыми только и может быть восстановлено единство канонической Церкви на Украине"".
Для ведения дальнейших переговоров с отделившимися от церковного общения Собор учредил комиссию, во главе которой поставлен глава синодального Отдела внешних церковных связей митрополит Волоколамский Иларион.
Ранее в четверг Архиерейский Собор предоставил больше самостоятельности Украинской православной церкви (УПЦ) Московского патриархата.
""Участники Собора единогласно поддержали просьбу митрополита Киевского и всея Украины Онуфрия выделить для УПЦ отдельную главу в уставе Московского патриархата"", - сообщили журналистам организаторы форума. Они отметили, что ""эти поправки, по сути, зафиксировали то, что и так имело место на практике"".",30/11/2017,,,,https://www.interfax.ru/world/589848,Fake,https://theins.ru/antifake/82368,Церковь
172,СК РФ: Пробирки с допинг-пробами российских спортсменов вскрыть невозможно,"Новые экспертизы подтвердили голословность обвинений российских спортсменов в массовом употреблении допинга. По данным Следственного комитета, специалисты пришли к однозначному выводу: пробирки с результатами тестов вскрыть невозможно. Однако полное отсутствие доказательств каких-либо махинаций или даже намека на них не останавливает Международный Олимпийский Комитет. Он продолжает лишать наших атлетов честно заработанных медалей сочинских Игр, и даже в мотивировочной части своего решения по лыжнику Александру Легкову не приводит ни одного веского основания.
В мире большого спорта ждали железных аргументов, ведь как иначе объяснить пожизненную дисквалификацию Александра Легкова и аннулирование его результатов на Олимпиаде в Сочи? Вместо этого Международный Олимпийский Комитет разразился очередным пересказом показаний Григория Родченкова. Легков, по словам беглого химика, будто бы один из целого списка спортсменов в так называемом «Дюшес-листе». Вот за что он наказан.
«В соответствии с утверждениями профессора Макларена и доктора Родченкова, «Дюшес-лист» был сформирован в преддверии Зимних Олимпийских игр в Сочи 2014 года и содержал список спортсменов, которые находились под протекцией», – говорится в документе.
«Дюшес» или «коктейль Родченкова» — это смесь, которую экс-глава Московской антидопинговой лаборатории якобы придумал и распространял на Олимпиаде. Допинг вперемешку с алкоголем – для маскировки. МОК в это верит, профессиональные химики смеются. Алкоголем уже давно ничего не спрячешь.
«То, о чем написано в докладе, что алкоголь и смесь трех препаратов поможет избежать допинг-контроля, это миф очень большой. В 2012 году открыли долгоживущие метаболиты, и после приема у вас шесть месяцев в крови, моче можно обнаружить стероиды», – объясняет начальник отдела пептидного допинга и анализа крови Московского антидопингового центра Григорий Кротов.
Легков в свою защиту не раз напоминал, что и до, и после Олимпиады почти круглый год тренировался и жил в Европе, там же постоянно сдавал допинг-пробы, и каждый раз «чистые». Если бы лыжник употреблял запрещенные вещества, то уже давно бы попался.
«Стероиды когда применяют, используют их курсом, пропивают длительное время. Конечно же, эффекта от однократного приема ожидать не приходится, и это еще больше усиливает то, что спортсмен в любой момент может быть пойман», – говорит Григорий Кротов.

Тот самый «Дюшес-лист», на котором теперь строятся обвинения россиян, получен от Григория Родченкова при посредничестве властей США. Установить происхождение документа невозможно. Американцы не дали Олимпийскому комитету исследовать будто бы существующий жесткий диск с «русским досье», который Родченков якобы вывез за океан. Но американским спецслужбам МОК все равно верит больше, чем российским спортсменам.
«Доктор Родченков больше не в России, сейчас он находится под защитой ФБР. Таким образом, он может говорить открыто», – говорится в документе МОК.

Для того чтобы найти доказательства словам Родченкова о том, что в Сочи вскрывались «грязные» пробы, МОК заказал очередное исследование. Флаконы якобы удалось вскрыть после двух месяцев опытов. Видео не предоставлено. Эксперты изучили 80 проб, и среди прочих одну Александра Легкова. Допинг не нашли. На нескольких пробирках обнаружены пресловутые царапины, на большинстве — ничего. Но вывод комиссии...

«Россияне использовали отмычки и технику, которые они могли бесконечно долго совершенствовать, они были способны открыть пробы даже без характерных следов», – говорится в документе МОК.",28/11/2017,,,,https://www.1tv.ru/news/2017-11-28/336977-sk_rf_probirki_s_doping_probami_rossiyskih_sportsmenov_vskryt_nevozmozhno,Half-Fake,https://theins.ru/antifake/81914,Спорт
173,Дневник Григория Родченкова стал основанием для отстранения российских спортсменов от Олимпиад,"Дневник перебежчика как главная улика. Почему записки Григория Родченкова становятся доказательствами для Международного олимпийского комитета? Почему отказано в перекрестном допросе Родченкова, хотя такая практика в подобных случаях применялась, и не единожды. Между тем сегодня еще три российских спортсмена приговорены чиновниками МОК к пожизненному отстранению от Олимпиад. Почему в официальных и серьезных документах пишут: принято решение по воспоминаниям Григория Родченкова?

Известие о том, что еще три спортсмена российской сборной: бобслеисты Александр Касьянов, Алексей Пушкарев и Ильвира Хузина пожизненно отстранены от участия в Олимпиадах, пришло как раз в те минуты, когда глава Федерации бобслея рассказывали на пресс-конференции в Москве о странностях доклада комиссии МОК под руководством Дениса Освальда.

«Бездоводные» выводы по отношению к нашим спортсменам. И складывается ощущение и, опять же я повторюсь, что это спланированная акция, для того, чтобы как можно максимально сборная Россия не была допущена к Олимпийским играм», — считает президент Федерации бобслея и скелетона России Александр Зубков.

Пресловутая комиссия Освальда расследовала факты якобы государственного прикрытия употребления допинга российскими спортсменами на сочинской Олимпиаде. Одним из первых от выводов комиссии пострадал наш лыжник Легков.

«Я не юрист, но мне было странно, что в документе сказано «по воспоминаниям Григория Родченкова». Он, что роман пишет или триллер какой-то, я не знаю?» — недоумевает Елена Вяльбе.

Впрочем, и юристы, а адвокат Филипп Берч защищает интересы наших олимпийцев в спортивном арбитражном суде, говорят, что никогда не сталкивались с чем-то подобным в своей практике: обвинением в употреблении допинга фактически всей Олимпийской сборной страны на основе лишь дневников одного единственного человека. К тому же дневники эти ни разу ни адвокатам, на обвиняемым так и не показали.",29/11/2017,,,,https://www.1tv.ru/news/2017-11-29/337064-dnevnik_grigoriya_rodchenkova_stal_osnovaniem_dlya_otstraneniya_rossiyskih_sportsmenov_ot_olimpiad,Half-Fake,https://theins.ru/antifake/82309,Спорт
174,Пятьдесят оттенков коричневого: как изменилась жизнь на Украине после «Евромайдана»,"Четыре года назад все начиналось почти обыденно. Собралось несколько сотен человек на центральной площади, агитировали за ассоциацию с Евросоюзом, разбили палатки. Через несколько дней интерес народа к этой акции начал угасать. Так бы все и закончилось с приходом холодов, но у архитекторов очередной цветной революции был заготовлен план «Б». Они решили, что Майдану нужна жертва — человеческая кровь.
Николай Азаров, бывший премьер-министр Украины: «И вот в 4 часа утра вдруг приезжают осветительные приборы, все камеры центральных каналов. Где-то в 4:15 с гостинцы „Украина“, которая расположена выше, спускается человек 100 молодчиков. Теперь то мы знаем, что это был так называемый „Правый сектор“».
А дальше все как по нотам. «Правосеки» избили дежуривших здесь патрульных, те вызвали подмогу, налетел «Беркут» и зачистил площадь. Тут операторы принадлежавших Петру Порошенко телеканалов включили камеры и выдали в эфир: власти избивают невинных студентов. Новость вызвала бурю возмущения и вскоре весь Майдан был заставлен палатками. Четко спланированная провокация, в которой угадывается почерк заокеанских спецслужб.
Толпу держали в напряжении, и как только революционный накал спадал, невесть откуда прилетала пуля, убивала случайного активиста, а людям говорили: «Во всем виноват кровавый режим». Хотя власти так и не решились выдать отрядам «Беркута» оружие.
Через четыре года можно уверенно подводить итоги. Дивиденды с «Евромайдана» состригли некоторые олигархи во главе с Порошенко и их заокеанские кураторы. А сами украинцы получили невменяемую власть, которую в том же Киеве порой называют «пятьдесят оттенков коричневого».
За это время произошел крах экономики, гривна обесценилась в три с половиной раза, а тарифы — выросли. Было 14 миллионов пенсионеров, осталось 11. Да и молодежь по «безвизу» бежит из страны. Пять миллионов граждан, по официальной статистике, подались в гастарбайтеры. В итоге страна оказалась расколота. «Свидомые», то есть так называемые истинные, западные украинцы пытаются и на востоке насадить свою власть. И чем больше они усердствуют, тем глубже пропасть между Киевом и Донбассом.
И чем яростнее на Майдане кричат бандеровское приветствие «Слава Украине!», тем бесславнее кажется ее будущее.",24/11/2017,,,,https://www.ntv.ru/novosti/1954784,Fake,https://theins.ru/antifake/81392,Украина
175,По уровню зарплат Украине уступает только Таджикистан,"Данные о зарплатах в бывших советских республиках. На первом месте Россия, на последнем — Таджикистан. Украина на втором месте с конца. А ведь Украина была самой развитой республикой Советского Союза. Конечно, в таких зарплатах вина не только нынешних властей. Предыдущие тоже, так сказать, внесли свой вклад. Но все же до не давнего времени Украина отставала от России, Казахстана и Белоруссии, но опережала остальные бывшие республики. А теперь просто провал",27/11/2017,,,,,Fake,https://theins.ru/antifake/81801,Украина
176, За постсоветские годы Украина лишилась 40% населения,"После распада Советского Союза на Украине жило 52 миллиона человек. Сейчас официальная украинская статистика дает цифру 42 миллиона. Но из этой цифры надо вычесть Крым. Он вернулся в Россию. Это два миллиона четыреста тысяч человек. Донецкая и Луганская республики — считать ли их украинскими? Это 3800000 человек. Вычитаем Крым и республики Донбасса. Получаем 36 миллионов. Но надо учесть еще один фактор — трудовая миграция. Чтобы заработать на жизнь, за пределами Украины живет порядка четырех миллионов человек. Итого сегодня на Украине живет 32 миллиона человек против 52 двадцать пять лет назад. Страна потеряла 20 миллионов человек, почти 40% населения. И Евромайдан эти жуткие тенденции не остановил. Наоборот — стало только хуже",27/11/2017,,,,,Fake,https://theins.ru/antifake/81801,Украина
177,Украинская власть и другие проевропейские силы не пользуются в стране популярностью,"Украинская власть и другие проевропейские силы не пользуются в стране популярностью Рейтинг Порошенко, взлетевший на революционной волне, сегодня скатился до 10%. К следующим выборам, еще, конечно, можно наобещать на новый президентский срок. Вот только досидит ли он до него?",27/11/2017,,,,,Fake,https://theins.ru/antifake/81801,Украина
178,"
Британцы массово скупают календари с Путиным","Британцы скупают календарь на 2018 год с изображениями президента России Владимира Путина.
 На фотографиях российский лидер изображен занимающимся дзюдо, обнимающим леопарда и охотящимся в лесу, пишет портал Daily Mirror.
 Вместе с тем календарь с 12 фотографиями Путина доступен на восьми языках и пользуется спросом.
 «Я люблю свой календарь с Путиным, спасибо!» - написал один из покупателей на сайте Amаzon.
 В настоящее время любой желающий может приобрести календарь с российским лидером по цене 14, 98 долларов за штуку.",23/11/2017,,,,https://tvzvezda.ru/news/vstrane_i_mire/content/201711231157-5bk3.htm,,https://theins.ru/antifake/81213,Общество
179,Контрразведка Германии сообщила о непричастности русских хакеров к выборам в Бундестаг,"Российские хакеры не вмешивались в ход кампании по выборам депутатов Бундестага в 2017 году. Такое утверждение содержится в опубликованном 24 июля в Берлине докладе Федерального ведомства по защите конституции. В Германии эту службу еще называют контрразведкой.
В документе говорится: «Опасения о вмешательстве России в избирательную кампанию в конечном итоге не оправдались». 
Наша страна не раз отвергала все обвинения в попытках как-либо повлиять на выборы в других государствах и призывала предоставить хотя бы какие-нибудь факты. Но этого так и не было сделано. ",24/07/2017,,,,https://www.1tv.ru/news/2018-07-24/349225-kontrrazvedka_germanii_soobschila_o_neprichastnosti_russkih_hakerov_k_vyboram_v_bundestag,Fake,https://theins.ru/antifake/111261,Россия
180,Нацистский лозунг может стать официальным воинским приветствием на Украине,"Нацистский лозунг может стать официальным воинским приветствием на Украине. Соответствующий законопроект, причем со статусом ”неотложный“, внес в Верховную Раду президент страны Петр Порошенко.

Документ предполагает, что вместо ”Здравствуйте, товарищи“ и ”Здравия желаем» диалог будет звучать так: ”Слава Украине!“ и ”Героям слава!“. Это лозунг запрещенной в России организации ”Украинская повстанческая армия“. В российском МИД это назвали ”героизацией нацизма“.

Такую политику Киев проводит все последние годы. Там теперь в почете УПА и ее лидеры Степан Бандера и Роман Шухевич, которые в годы Великой Отечественной войны сотрудничали с нацистами. На их совести десятки тысяч жизней, загубленных во время так называемой ”волынской резни“",04/09/2017,7:19,,,https://www.1tv.ru/news/2018-09-04/351689-natsistskiy_lozung_mozhet_stat_ofitsialnym_voinskim_privetstviem_na_ukraine,Fake,https://theins.ru/antifake/115823,Украина
181,Жителям Латвии предложили самостоятельно выживать в случае начала войны,"Жители Латвии в случае начала кризиса или военного конфликта должны самостоятельно защищать самих себя, говорится в проекте доклада национального министерства обороны, опубликованном на сайте правительства страны.

В документе отмечается, что государство не в состоянии обеспечить безопасность всех граждан в случае начала конфликта, поэтому жители должны сами отвечать за себя и своих родных. И хотя правительство, по мнению авторов доклада, должно предложить некие «модели самоорганизации», основной задачей латвийских граждан останется умение организоваться самостоятельно.

При этом военное ведомство подчеркивает, что уровень угрозы в отношении Латвии на сегодняшний день такой, что «оборона государства только военными средствами больше невозможна», поэтому следует улучшать систему государственной защиты, которая основывается на готовности общества и государства преодолевать кризис, опираясь на ""взаимное доверие и партнерство жителей",24/08/2017,,,,https://ria.ru/20180824/1527137845.html,Fake,https://theins.ru/antifake/114677,Общество
182,"Режиссер Денни Бойл покинул съемки нового ""Джеймса Бонда"" из-за отношений с Россией","Режиссер Дэнни Бойл отказался снимать новый фильм о Джеймсе Бонде из-за России. Оказывается, продюсерам не понравилась идея обладателя премии ”Оскар“ построить сюжет вокруг политической напряженности с нашей страной.

Бойл хотел снять фильм о холодной войне, на этот раз современной, но не нашел понимания у студийных боссов, так пишет Daily Telegraph. Разногласия возникли в момент принятия финальных правок в сценарии, сообщает телеканал ”Россия 24“. Скорей всего, теперь картина будет о чем-то другом, но кто ее снимет — неизвестно. Премьера 25 серии ”Бонда"" запланирована на ноябрь 2019 года».",23/08/2017,,,,https://www.vesti.ru/doc.html?id=3052130&cid=9#,Fake,https://theins.ru/antifake/114559,Знаменитости
183,Молдавия захвачена олигархами – решили в Европарламенте,"«„Чемпион Восточного партнерства“, как еще недавно именовали Молдавию, фактически утратил признаки государственного устройства. Страна находится в руках узкой группы людей, реализующих свою власть на абсолютно неприемлемых принципах.
К такому выводу пришли депутаты Европарламента и постановили полностью прекратить оказание Молдавии какой-либо помощи до восстановления там демократических принципов и правового государства в целом.
Вся экономическая и политическая власть в Молдавии оказалась в руках кучки олигархов, действующих в своих собственных интересах, утверждают в Европарламенте.
Если обратиться непосредственно к тексту резолюции, одобренной 31 депутатом при 17 воздержавшихся и пяти голосах против, то становится ясно, что президент республики Игорь Додон, пожалуй, единственное лицо, не подвергшееся критике.
„Молдавия захвачена небольшой группой олигархов, сконцентрировавших в своих руках политическую и экономическую власть. Они оказывают влияние на парламент, правительство, политические партии, государственную администрацию, полицию, судебную систему и средства массовой информации“, — говорится в документе.
Фактически это может означать, что институт государственной власти в Молдавии разрушен».",11/10/2017,,,,https://www.vesti.ru/doc.html?id=3070723,Fake,"
https://theins.ru/antifake/121867",Политика
184,Иностранные инвесторы сохраняют интерес к России,"47 миллиардов рублей готовы уже скоро вложить в проекты на территории России десятки крупнейших зарубежных компаний и банков. Их руководители входят в Консультативный совет по иностранным инвестициям, заседание которого сегодня провел Дмитрий Медведев. То, что ситуация в экономике улучшается, подтверждает сам бизнес.
Дмитрий Медведев
Кто-то в силу известных причин ушел с нашего рынка, следуя политической конъюнктуре. Но другие, наоборот, стали охотнее идти на локализацию производства. Зовут в Россию своих традиционных поставщиков из других стран, налаживают связи с местным бизнесом. И это позитивно сказывается на стоимости продукции.",15/10/2017,21:18,,,https://www.1tv.ru/news/2018-10-15/354037-inostrannye_investory_sohranyayut_interes_k_rossii,Fake,https://theins.ru/antifake/122436,Россия
185,"В одном из ресторанов Нью-Йорка появится ""пятиэтажный"" бургер, названный в честь Путина","Нью-йоркский ресторан Lucy's Cantina Royale будет подавать 7 октября по случаю дня рождения президента России Владимира Путина особый ""пятиэтажный"" гамбургер.
Острый и сочный
Гамбургер, в частности, готовится с использованием нескольких котлет из говядины высокого качества, острого майонеза, острого соуса шрирача, а также смеси кориандра и лука.
Попробовать сэндвич можно только раз в году - в день рождения президента РФ.
Бургер, названный в честь главы российского государства, примерно в шесть раз превосходит по размеру обычные сэндвичи и отличается сочностью, обычно его подают с острым картофелем фри. В ресторане существует правило, согласно которому посетитель может не платить за этот бургер, если съест его за 30 минут. В противном случае стоимость блюда составит почти $30.
Только раз в году
""Мы считаем, что Владимир Владимирович - выдающийся политик и историческая личность, поэтому решили один день в году посвятить именно ему"", - сказала главный бармен заведения Дарья Пауто. 
По словам Пауто, масса сэндвича составляет примерно 1952 грамма. ""Собственно говоря, это год рождения президента"", - констатировала она. По мнению Пауто, если в обычном сэндвиче порядка 600 калорий, то в бургере ""Владимир Путин"" их примерно в шесть раз больше.
Бармен также рассказала, что посетители нередко заказывают вместе с названным в честь Путина блюдом особый коктейль ""Маргарита"" с добавлением французского коньяка. ""Он помогает расщеплять жиры и способствует усваиванию тяжелой пищи"", - отметила она.
Несмотря на размер и остроту, справиться с бургером за 30 минут удается большинству из тех, кто его заказывает. ""Где-то 90% съедают его бесплатно"", - указала Пауто. По ее наблюдениям, посетители, которые рассчитывают сделать это, зачастую специально приходят в ресторан очень голодными.
Lucy's Cantina Royale находится в центре нью-йоркского района Манхэттен. Меню ресторана состоит по большей части из блюд, характерных для латиноамериканских стран. Иной еды, как-либо связанной с Россией, помимо гамбургера ""Владимир Путин"", в заведении не подают.
Комментарий Пескова
Между тем сообщение о выпуске бургера в честь российского лидера иронично прокомментировал пресс-секретарь президента РФ Дмитрий Песков.
""Мы в администрации занимаемся разными делами. До бургеров руки еще не дошли"", - отметил он.",6/10/2017,,,,https://tass.ru/obschestvo/4625856,fake,,Политика
